idade,data,endereco,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao
39,11/05/1984,"Rua Costela, 218
Manacas
98552-248 Jesus de Goiás / CE",Maranhão,7552.46,Ensino Médio,1,Casado,Indústria
23,31/03/2001,"Residencial Helena Cunha, 76
Mangabeiras
27716706 Farias de Mendes / DF",Espírito Santo,3104.81,Ensino Médio,0,Casado,Comércio
47,12/12/1976,"Favela de Rodrigues, 43
Laranjeiras
61190502 Monteiro de da Mota / AP",Santa Catarina,4280.54,Ensino Médio,0,Solteiro,Tecnologia
40,15/09/1983,"Loteamento de Monteiro
Mangueiras
74163068 Monteiro da Praia / PE",Rondônia,4179.46,Ensino Fundamental,1,Casado,Tecnologia
32,03/04/1992,"Recanto de Costa, 4
Boa Esperança
24458574 da Cruz / PR",Rio Grande do Norte,7044.61,Ensino Médio,0,Solteiro,Indústria
33,10/02/1991,"Residencial Eloah Moura, 30
Vila Mangueiras
05154084 Nogueira de Ribeiro / MS",Mato Grosso,7076.26,Ensino Médio,2,Divorciado,Saúde
34,13/12/1989,"Sítio das Neves, 55
Concórdia
90633538 da Mota de Viana / AM",Tocantins,2862.46,Ensino Fundamental,0,Solteiro,Indústria
20,08/04/2004,"Área de Rodrigues, 7
Distrito Industrial Do Jatoba
78506492 Novaes / GO",Rio de Janeiro,2250.39,Ensino Fundamental,0,Solteiro,Saúde
23,02/11/2000,"Viaduto Nina Lima
Pongelupe
23391-854 Oliveira Alegre / AM",Pará,4112.94,Ensino Fundamental,3,Casado,Saúde
58,23/07/1965,"Rodovia Paulo da Paz, 74
Jaqueline
91295931 Barbosa / RR",Mato Grosso,12102.74,Ensino Superior,1,Casado,Educação
31,01/09/1992,"Distrito de Barbosa, 82
Conjunto Lagoa
87595506 Azevedo da Serra / AP",Roraima,4600.74,Ensino Médio,0,Casado,Educação
43,20/12/1980,"Avenida de Lopes, 68
Acaiaca
84569-775 Azevedo do Sul / GO",Santa Catarina,5410.0,Ensino Médio,1,Casado,Indústria
23,18/04/2000,"Estrada Teixeira, 60
Barão Homem De Melo 3ª Seção
79427-862 da Mata das Pedras / MS",Piauí,2436.39,Ensino Fundamental,0,Casado,Educação
24,20/02/2000,"Setor Stephany Novaes, 874
Maria Goretti
54605-844 Silveira / MS",Maranhão,1688.33,Ensino Fundamental,1,Divorciado,Educação
18,26/11/2005,"Avenida da Costa, 244
Jardim América
60136693 Silveira das Flores / RS",Paraná,4458.81,Ensino Superior,1,Casado,Educação
48,21/07/1975,"Recanto Gustavo Alves, 15
Havaí
72007291 Ramos / ES",Goiás,6116.88,Ensino Médio,0,Casado,Saúde
21,11/04/2003,"Jardim Alana Nascimento, 269
Chácara Leonina
97624692 Nascimento das Pedras / RS",Rondônia,6802.31,Ensino Médio,0,Casado,Tecnologia
48,26/02/1976,"Passarela Lucca Cavalcanti, 10
Vila Ouro Minas
84523-387 Cunha da Serra / PI",Acre,3908.1,Ensino Médio,3,Divorciado,Comércio
82,04/07/1941,"Quadra de Ribeiro, 8
São Cristóvão
79847-194 Pires do Oeste / RR",Paraná,4372.02,Ensino Médio,1,Divorciado,Indústria
54,24/11/1969,"Alameda Fogaça
Vila Aeroporto
92822-511 Rezende da Praia / BA",Pernambuco,5877.38,Ensino Fundamental,0,Casado,Saúde
39,09/08/1984,"Passarela de Carvalho, 38
Conjunto Paulo Vi
63069472 Freitas / MS",Distrito Federal,3001.45,Ensino Fundamental,0,Casado,Indústria
49,21/04/1974,"Vereda Fogaça, 54
Rio Branco
97957-424 Silva / ES",Acre,17080.77,Ensino Superior,0,Viúvo,Saúde
62,17/01/1962,"Conjunto Juliana Lopes, 62
Piratininga
08484-618 Lopes do Sul / PA",Bahia,22723.87,Pós-graduação,1,Solteiro,Saúde
24,24/09/1999,"Rodovia de Teixeira, 6
Alípio De Melo
06784-963 Caldeira / ES",Minas Gerais,4600.44,Ensino Médio,2,Casado,Educação
50,07/09/1973,"Favela de Jesus, 42
Marmiteiros
08364-953 Lopes / AP",Ceará,5919.06,Ensino Fundamental,3,Casado,Tecnologia
68,12/01/1956,"Chácara Ribeiro, 9
Dona Clara
12601195 Correia do Norte / AP",Acre,8226.63,Ensino Médio,0,Solteiro,Saúde
49,07/11/1974,"Núcleo Sabrina Cavalcanti, 258
Paraíso
37158728 Silveira do Norte / GO",Rio de Janeiro,9879.24,Ensino Médio,3,Solteiro,Tecnologia
48,02/03/1976,"Fazenda Vitória Cardoso, 19
Conjunto Paulo Vi
68309-412 Gonçalves da Praia / MA",Santa Catarina,11552.93,Ensino Médio,0,Divorciado,Saúde
54,16/09/1969,"Passarela de Almeida, 1
Lorena
46093899 Fernandes de Araújo / MA",Paraná,5273.75,Ensino Médio,2,Casado,Saúde
22,23/09/2001,"Vereda Ramos, 72
Vitoria Da Conquista
74947-132 Mendes / MA",Rondônia,7947.42,Ensino Superior,1,Casado,Saúde
53,14/01/1971,"Núcleo de Rodrigues, 58
Vila Novo São Lucas
73991694 Ribeiro do Campo / SC",Pernambuco,10567.52,Ensino Superior,0,Casado,Saúde
25,04/05/1998,"Chácara de Peixoto
Jardim São José
18984-163 Pires de Goiás / GO",São Paulo,3366.68,Ensino Médio,2,Casado,Saúde
27,04/07/1996,"Parque de Azevedo, 31
Monte São José
58219-060 da Paz Verde / AM",Piauí,2890.9,Ensino Médio,1,Casado,Indústria
44,05/08/1979,"Viela Farias, 15
Santa Sofia
86015915 da Costa de Sales / RS",Goiás,3328.35,Ensino Médio,0,Solteiro,Saúde
28,10/11/1995,"Vale Jesus, 392
Rio Branco
17517978 Farias de Silveira / RJ",Rondônia,4141.99,Ensino Fundamental,4,Casado,Comércio
53,22/11/1970,"Área Clara Vieira, 27
Alpes
91907-407 Nogueira Grande / AM",Mato Grosso do Sul,5328.74,Ensino Médio,1,Casado,Educação
28,28/06/1995,"Campo Luigi das Neves, 51
São Gabriel
89890-988 Lima / SP",Distrito Federal,7515.56,Ensino Médio,1,Solteiro,Tecnologia
55,23/08/1968,"Distrito de Souza
Luxemburgo
43287-391 da Costa / RO",Alagoas,3559.5,Ensino Fundamental,0,Casado,Educação
27,30/10/1996,"Rodovia Correia
Nova Suíça
82038632 Rocha / TO",Mato Grosso,5290.65,Ensino Médio,0,Casado,Educação
24,18/02/2000,"Alameda Isabel Silva
Santa Rita
35761-419 Ferreira do Campo / RS",Espírito Santo,11576.19,Ensino Superior,0,Casado,Saúde
41,18/12/1982,"Condomínio de Freitas, 80
Nova Cintra
99990-274 Caldeira / PR",Rondônia,7211.05,Ensino Médio,1,Solteiro,Tecnologia
27,17/08/1996,"Vale de da Cruz, 69
Vila Do Pombal
65709967 Viana / AC",Piauí,4641.33,Ensino Fundamental,0,Divorciado,Saúde
58,10/12/1965,"Loteamento de Costa, 59
Alípio De Melo
73823-192 Ribeiro / MG",Distrito Federal,11024.1,Ensino Médio,0,Casado,Saúde
29,27/02/1995,"Estrada de Viana
Nova Suíça
52541898 da Cunha do Galho / AC",Amapá,1622.01,Ensino Fundamental,0,Solteiro,Educação
21,23/04/2002,"Estrada Enrico Ramos, 30
Pousada Santo Antonio
22005899 Alves / TO",Paraíba,4249.77,Ensino Superior,2,Casado,Educação
22,09/02/2002,"Feira de Peixoto
São Jorge 3ª Seção
77031743 Pinto / AC",Maranhão,4717.64,Ensino Médio,2,Casado,Indústria
37,13/02/1987,"Viaduto da Costa, 7
Santa Sofia
46157-549 da Conceição / AP",Roraima,4854.06,Ensino Médio,1,Solteiro,Comércio
23,26/04/2000,"Morro Kaique Lima, 69
Estoril
13961126 Rocha / AM",Alagoas,3346.05,Ensino Fundamental,4,Casado,Educação
39,15/08/1984,"Recanto Lopes, 80
Vila Vista Alegre
75513914 Castro / AP",Distrito Federal,8933.86,Ensino Médio,3,Divorciado,Tecnologia
55,11/06/1968,"Feira Lorenzo da Mata, 71
Minas Brasil
81615-146 Nogueira de Martins / TO",Amazonas,8467.03,Ensino Médio,1,Casado,Tecnologia
38,07/12/1985,"Viela de Silva, 77
Jardim Dos Comerciarios
62237586 Gomes da Mata / RR",Espírito Santo,2572.05,Ensino Fundamental,0,Casado,Comércio
49,01/01/1975,"Rua Pires, 533
Monsenhor Messias
76803-384 Nunes de Goiás / SC",Goiás,5140.76,Ensino Médio,1,Casado,Comércio
46,09/01/1978,"Fazenda Moraes, 5
Alto Caiçaras
36500833 Novaes de Gonçalves / MA",Acre,10092.79,Ensino Superior,5,Solteiro,Indústria
58,22/02/1966,"Viela da Paz
Santa Monica
71515-428 Farias / AM",Tocantins,6074.02,Ensino Médio,0,Solteiro,Educação
30,19/08/1993,"Setor Pinto, 547
Vila Ipiranga
67627853 Rodrigues / PR",Santa Catarina,6463.25,Ensino Médio,1,Solteiro,Indústria
57,11/05/1966,"Passarela Costela, 3
Diamante
75576547 Farias das Flores / MS",Bahia,11597.37,Ensino Médio,2,Viúvo,Saúde
48,11/05/1975,"Esplanada Martins, 81
Boa Vista
64375-503 Lopes Alegre / MA",Amazonas,9033.76,Ensino Médio,0,Solteiro,Indústria
41,22/05/1982,"Setor João Lucas da Cunha
Mangabeiras
81310464 Azevedo / TO",Paraná,4647.58,Ensino Médio,1,Solteiro,Educação
36,18/11/1987,"Chácara Caldeira, 61
Colégio Batista
10674259 Ramos / RJ",Pará,3020.45,Ensino Fundamental,1,Divorciado,Indústria
39,21/03/1985,"Jardim Maria Fernanda Teixeira, 71
Vila Santa Rosa
93025029 Peixoto / MA",Tocantins,5991.79,Ensino Fundamental,1,Casado,Indústria
73,27/08/1950,"Rua Lara Ferreira, 42
Solar Do Barreiro
83017419 Melo / PI",Rio Grande do Norte,3273.41,Ensino Médio,1,Divorciado,Educação
42,28/06/1981,"Parque Breno Vieira, 61
Carlos Prates
23708193 Farias / RS",São Paulo,10692.23,Ensino Superior,1,Casado,Comércio
64,18/11/1959,"Colônia de Almeida, 8
Itapoa
91158313 Teixeira / AM",Tocantins,6614.18,Ensino Médio,0,Solteiro,Comércio
19,13/01/2005,"Jardim Sophie Costela, 60
São Francisco
33649-915 Oliveira das Pedras / BA",Distrito Federal,3861.39,Ensino Médio,0,Casado,Indústria
30,09/03/1994,"Recanto Maitê Fogaça, 78
Itatiaia
66872999 Araújo / MG",Mato Grosso,8576.27,Ensino Superior,3,Casado,Comércio
27,18/02/1997,"Condomínio Moura, 284
Alto Das Antenas
49385-993 Santos do Galho / AC",Paraíba,3161.43,Ensino Médio,0,Casado,Educação
24,28/12/1999,"Ladeira de Alves
Cardoso
02712-978 Dias de Minas / RJ",Pará,7933.51,Ensino Superior,0,Casado,Tecnologia
44,13/07/1979,"Ladeira de Nunes
Vale Do Jatoba
78009902 Gomes de Goiás / RO",Paraíba,4506.34,Ensino Médio,1,Divorciado,Comércio
25,30/05/1998,"Campo Moraes, 66
Jardim São José
79580-431 Pires da Prata / MA",Santa Catarina,12669.21,Pós-graduação,5,Solteiro,Saúde
24,24/10/1999,"Vila João Felipe Azevedo, 49
Novo Ouro Preto
11280889 Costela do Amparo / AL",Roraima,2908.89,Ensino Fundamental,1,Casado,Comércio
64,09/11/1959,"Travessa Dias, 4
Vila Mantiqueira
05530-842 Vieira / SE",Rondônia,13497.12,Ensino Superior,1,Divorciado,Saúde
58,11/05/1965,"Avenida de Rocha, 37
Vila Real 2ª Seção
86157-018 Nunes / PA",Ceará,10228.03,Ensino Médio,4,Casado,Tecnologia
82,06/03/1942,"Alameda de Ramos
Luxemburgo
08015-823 Caldeira / MS",Ceará,6292.86,Ensino Fundamental,0,Solteiro,Tecnologia
37,12/07/1986,"Parque Ribeiro, 74
Estrela
91661005 Dias de Minas / AL",Acre,5506.88,Ensino Fundamental,2,Divorciado,Comércio
57,12/11/1966,"Via Duarte, 167
Vila Piratininga Venda Nova
05394940 Azevedo / AP",Mato Grosso do Sul,5278.49,Ensino Médio,0,Solteiro,Educação
29,21/08/1994,"Campo Laura Melo
Urca
11030805 Martins / DF",Bahia,6294.38,Pós-graduação,3,Casado,Educação
23,27/04/2000,"Lago Gomes, 339
Santa Terezinha
33980-822 Silva / BA",Amazonas,3252.11,Ensino Médio,0,Casado,Saúde
62,21/01/1962,"Viaduto Fernanda Barros, 47
Minas Caixa
88433-913 Oliveira Alegre / MT",Paraíba,6297.94,Ensino Médio,2,Casado,Indústria
43,19/09/1980,"Fazenda de da Cruz, 39
Vila Madre Gertrudes 4ª Seção
68369881 Melo do Oeste / BA",Amapá,7872.74,Ensino Médio,0,Casado,Tecnologia
27,08/03/1997,"Aeroporto Isabelly da Mata, 121
Tirol
73254-236 Moreira / CE",Rio Grande do Norte,8061.9,Ensino Superior,0,Casado,Educação
46,20/11/1977,"Quadra Maria Julia Silveira, 619
São Benedito
76310327 Azevedo / PE",Minas Gerais,5608.86,Ensino Fundamental,1,Casado,Comércio
59,18/01/1965,"Viela Joana Correia, 293
Santa Helena
32207-747 Jesus de da Mota / PR",Rio Grande do Sul,12570.16,Ensino Médio,2,Casado,Indústria
38,21/03/1986,"Residencial Isabelly da Paz, 71
Cachoeirinha
54177072 Jesus / PI",Paraná,5056.91,Ensino Fundamental,1,Casado,Educação
60,17/06/1963,"Praça de Vieira, 24
Vila Pilar
80013-825 Jesus / AC",Santa Catarina,11366.2,Ensino Médio,2,Casado,Tecnologia
28,24/11/1995,"Campo Gomes, 845
Vila Bandeirantes
87611-577 Ribeiro / PE",Amazonas,4526.72,Ensino Superior,2,Casado,Indústria
47,13/02/1977,"Via de Ramos, 360
Nossa Senhora De Fátima
16147992 Silva da Mata / RJ",Rio de Janeiro,4512.87,Ensino Médio,0,Casado,Tecnologia
32,08/03/1992,"Rua Ana Vitória da Rosa, 69
Mariano De Abreu
92458-146 Ferreira do Norte / PB",Amapá,3301.54,Ensino Médio,1,Solteiro,Indústria
29,30/09/1994,"Viaduto de Dias, 34
Horto Florestal
22532-122 Fogaça / SP",Paraná,6339.02,Ensino Médio,2,Casado,Indústria
49,06/03/1975,"Feira de Novaes, 78
Nova Cintra
92922645 Monteiro / PI",Pará,9258.55,Ensino Superior,0,Casado,Comércio
29,29/11/1994,"Núcleo Moraes, 47
Vila Paris
95998-362 Vieira Grande / RJ",Santa Catarina,6184.25,Ensino Superior,0,Solteiro,Tecnologia
37,10/07/1986,"Lagoa Gomes, 93
Cônego Pinheiro 2ª Seção
05472-475 Rodrigues / MS",Tocantins,3750.12,Ensino Médio,1,Viúvo,Saúde
29,08/11/1994,"Setor de das Neves, 50
Renascença
67245191 Pinto do Sul / MT",Pará,6175.1,Ensino Superior,0,Casado,Educação
28,06/09/1995,"Favela Marina Lima, 39
Vila Independencia 1ª Seção
36740-801 Castro / MS",Santa Catarina,4219.65,Ensino Fundamental,0,Divorciado,Tecnologia
62,12/12/1961,"Lagoa Ribeiro, 7
Luxemburgo
91989-726 Azevedo Paulista / TO",Minas Gerais,16177.35,Pós-graduação,2,Casado,Tecnologia
29,17/04/1994,"Chácara de Santos, 6
Vila Paraíso
43998532 Barbosa / RO",Rio Grande do Norte,5774.08,Ensino Médio,1,Casado,Indústria
40,08/12/1983,"Quadra de Barbosa, 6
Conjunto Paulo Vi
81840-237 Cardoso / RO",Minas Gerais,2053.74,Ensino Fundamental,2,Casado,Saúde
40,30/01/1984,"Conjunto Gabrielly Lima, 638
Vila Inestan
46674917 Jesus / BA",Espírito Santo,7137.4,Ensino Médio,1,Casado,Saúde
29,16/02/1995,"Vale da Conceição, 96
Boa União 2ª Seção
12398382 Ramos de Rezende / ES",Mato Grosso do Sul,5311.03,Ensino Médio,2,Solteiro,Tecnologia
25,08/12/1998,"Avenida Danilo Rodrigues
Vila Jardim Alvorada
26232472 Azevedo / MT",Piauí,2342.22,Ensino Médio,2,Casado,Educação
34,27/03/1990,"Travessa de Barros, 86
Esplanada
46318-424 Rodrigues do Norte / CE",Paraíba,6652.8,Ensino Médio,1,Casado,Comércio
35,30/12/1988,"Pátio Sabrina Rezende
Taquaril
95335-491 Lopes de Oliveira / PB",Minas Gerais,10370.07,Pós-graduação,3,Solteiro,Saúde
63,05/06/1960,"Conjunto de Sales, 4
Aarão Reis
86394-300 Cavalcanti de Silveira / PA",Rondônia,7950.42,Ensino Médio,0,Solteiro,Indústria
34,06/08/1989,"Travessa Fogaça, 21
Álvaro Camargos
05633-716 Costela do Amparo / CE",Rio Grande do Norte,5346.57,Ensino Médio,1,Casado,Tecnologia
18,18/11/2005,"Feira de Almeida, 40
Diamante
82798020 da Rocha de Fernandes / AM",Goiás,5029.46,Ensino Médio,1,Casado,Educação
22,29/08/2001,"Vila de da Rosa, 74
Carmo
76057-264 Campos do Campo / ES",Pará,5598.33,Ensino Médio,0,Divorciado,Saúde
46,31/01/1978,"Viela Ana Laura Pires, 91
Piraja
72674-858 da Rocha / MT",Rio Grande do Sul,8339.84,Ensino Médio,3,Casado,Tecnologia
43,23/09/1980,"Vila Araújo, 84
Ipe
51920-588 Pinto do Campo / MG",Santa Catarina,7961.51,Ensino Médio,1,Casado,Tecnologia
21,13/04/2002,"Trecho Antônio Cardoso, 89
Novo Glória
19767-656 Viana da Prata / RS",Maranhão,3880.5,Ensino Fundamental,1,Divorciado,Indústria
23,19/10/2000,"Praia de Nogueira, 68
Vila Copasa
33495-977 Martins do Sul / AM",Mato Grosso do Sul,2698.56,Ensino Fundamental,0,Casado,Indústria
35,25/12/1988,"Ladeira de Barros, 72
Jardim Leblon
20852-012 Cavalcanti / RN",Rondônia,6410.79,Ensino Superior,1,Casado,Comércio
29,04/03/1995,"Esplanada Mendes
Vista Alegre
54062610 Lima de Pires / RN",Pernambuco,2229.1,Ensino Fundamental,0,Casado,Educação
46,27/09/1977,"Área de Mendes, 73
Senhor Dos Passos
46288-785 Nunes / PB",Pernambuco,20522.57,Pós-graduação,2,Solteiro,Saúde
22,29/09/2001,"Rodovia de da Cunha, 9
Distrito Industrial Do Jatoba
76293-069 Santos / RJ",Ceará,3494.66,Ensino Médio,1,Casado,Indústria
45,13/04/1978,"Praça Cavalcanti, 56
Bernadete
26895-628 Barbosa das Flores / ES",Rio de Janeiro,3141.15,Ensino Médio,1,Divorciado,Educação
43,23/08/1980,"Distrito de Vieira
Vila Independencia 2ª Seção
27403428 da Costa Verde / PB",Ceará,3922.83,Ensino Médio,0,Casado,Educação
36,14/08/1987,"Recanto de da Luz, 62
Braúnas
35107-465 da Mata do Galho / RS",Bahia,3147.37,Ensino Médio,1,Casado,Indústria
18,26/03/2006,"Avenida Fernanda Pires
Floresta
97530-958 Caldeira / MS",Maranhão,11196.44,Ensino Superior,1,Casado,Tecnologia
25,31/10/1998,"Vale Bruna Cavalcanti
Cinquentenário
77345542 Costela / RJ",Rio Grande do Sul,3106.34,Ensino Médio,0,Casado,Comércio
24,01/11/1999,"Lagoa Arthur da Mota, 43
Barão Homem De Melo 3ª Seção
68446228 Castro Alegre / BA",Mato Grosso,3892.44,Ensino Fundamental,1,Casado,Educação
59,26/01/1965,"Campo Igor Martins, 2
Pilar
56020733 Nogueira / RR",Santa Catarina,10750.77,Ensino Superior,0,Casado,Educação
48,14/05/1975,"Fazenda de da Paz, 3
Vila Aeroporto Jaraguá
01664345 Campos / PA",Goiás,2155.99,Ensino Fundamental,1,Viúvo,Comércio
32,26/11/1991,"Estação Alana Cardoso, 45
Castelo
83480-312 Campos / RO",Rondônia,4764.25,Ensino Fundamental,0,Viúvo,Saúde
45,11/06/1978,"Estrada de Carvalho, 5
Salgado Filho
13087639 Freitas da Mata / RR",Maranhão,7378.17,Ensino Médio,1,Casado,Saúde
22,05/05/2001,"Colônia Stephany Cunha
Goiania
33170-188 Pinto Alegre / RO",Distrito Federal,2440.31,Ensino Fundamental,2,Casado,Comércio
73,17/01/1951,"Praia Ryan das Neves, 266
Vila Jardim Leblon
21614-307 Cardoso / AM",Mato Grosso,8561.85,Ensino Médio,0,Solteiro,Tecnologia
30,02/05/1993,"Fazenda Aragão, 81
Santa Sofia
49794-995 Carvalho / AC",Bahia,7874.45,Ensino Médio,2,Casado,Indústria
57,29/03/1967,"Residencial da Conceição, 67
Jardim América
27702-515 Costela / PB",Mato Grosso do Sul,3777.83,Ensino Fundamental,0,Casado,Indústria
23,04/08/2000,"Condomínio de Caldeira, 36
São Salvador
87942-162 Aragão Alegre / AL",Goiás,10281.13,Pós-graduação,0,Solteiro,Indústria
32,16/08/1991,"Aeroporto Rafael Silva, 141
Ipe
49253421 Araújo da Praia / MS",Ceará,5342.0,Ensino Médio,2,Casado,Saúde
58,29/06/1965,"Loteamento Kamilly Ramos, 40
Flavio Marques Lisboa
59023-173 da Rocha / PE",Rio Grande do Norte,8660.96,Ensino Médio,3,Solteiro,Indústria
45,12/02/1979,"Rua Lorenzo das Neves, 8
Lagoa
48694-252 da Rosa / MA",Mato Grosso,14945.18,Ensino Médio,0,Solteiro,Tecnologia
47,14/06/1976,"Condomínio Rodrigo Cunha, 88
Satelite
37415233 Souza dos Dourados / RO",Santa Catarina,11114.65,Ensino Superior,0,Solteiro,Tecnologia
64,25/08/1959,"Aeroporto Marcelo Barros, 24
Flavio De Oliveira
28556132 Dias / SC",Goiás,18940.93,Ensino Superior,0,Casado,Tecnologia
22,18/11/2001,"Vila de Ramos, 94
Vila Olhos D'água
73152879 Martins / PE",Alagoas,6437.54,Ensino Médio,0,Casado,Indústria
41,27/06/1982,"Esplanada Nascimento, 6
Araguaia
84278100 Dias das Flores / GO",Mato Grosso,1936.53,Ensino Fundamental,1,Solteiro,Comércio
26,01/04/1998,"Favela de das Neves
Funcionários
43298-486 Gonçalves Grande / DF",Amapá,3359.49,Ensino Superior,4,Solteiro,Comércio
22,16/03/2002,"Estrada Martins
Vila Nova Dos Milionarios
27009765 Pinto do Campo / AC",Roraima,5012.02,Ensino Fundamental,2,Solteiro,Tecnologia
31,18/09/1992,"Setor Otávio Campos
Madri
20791-748 da Conceição do Norte / AL",Goiás,4730.76,Ensino Médio,0,Casado,Tecnologia
36,26/07/1987,"Feira da Conceição
Santa Tereza
30805277 Melo da Prata / RR",Amapá,3858.2,Ensino Médio,1,Casado,Comércio
22,12/03/2002,"Avenida de da Cunha, 270
Pilar
22570068 Freitas / SP",Piauí,3316.72,Ensino Médio,0,Casado,Educação
21,19/01/2003,"Rua Theo Barros, 1
Vila Ouro Minas
24144-670 Souza Paulista / MA",Pará,2319.74,Ensino Fundamental,0,Casado,Educação
50,29/04/1973,"Vereda Juan Araújo, 515
Santa Rosa
25361-887 Castro / AP",Mato Grosso do Sul,11498.57,Ensino Superior,2,Casado,Saúde
27,14/10/1996,"Praia Vieira, 52
Vila Copasa
70274-640 da Costa de Cardoso / SP",Ceará,6340.9,Ensino Médio,2,Casado,Saúde
36,23/02/1988,"Travessa Melissa Ramos, 249
Vila Batik
61080-168 Rocha / GO",Mato Grosso do Sul,7064.27,Ensino Superior,0,Casado,Saúde
21,14/05/2002,"Viela Rodrigo Farias, 804
Indaiá
18667821 Alves / AL",Rio Grande do Sul,4461.93,Ensino Superior,1,Solteiro,Saúde
39,23/09/1984,"Estrada de Silveira, 24
Santa Efigênia
40189154 Pires / MG",Roraima,13883.2,Ensino Superior,1,Casado,Tecnologia
52,21/08/1971,"Feira de Viana, 224
Alto Dos Pinheiros
09881090 Barbosa dos Dourados / MG",Rio de Janeiro,14627.64,Ensino Superior,0,Casado,Comércio
18,27/12/2005,"Lagoa Almeida, 7
Boa União 2ª Seção
00657653 Carvalho / DF",Amazonas,3261.67,Ensino Superior,2,Casado,Educação
50,18/02/1974,"Campo Francisco Gonçalves, 908
Boa Vista
71945-787 Freitas das Flores / RN",Mato Grosso,16174.68,Ensino Superior,1,Casado,Comércio
32,11/03/1992,"Vale de Pinto
Jardim Do Vale
35080-963 Teixeira Paulista / RO",Mato Grosso,3141.51,Ensino Médio,2,Casado,Comércio
23,01/04/2001,"Colônia Matheus Caldeira, 98
São Pedro
82376-923 Ramos / CE",Rondônia,4001.92,Ensino Superior,0,Casado,Indústria
29,13/05/1994,"Campo de Teixeira, 627
Cachoeirinha
89550-763 Almeida da Prata / AP",Acre,6817.69,Ensino Médio,0,Casado,Tecnologia
75,11/04/1949,"Vila Rezende, 21
Vila São Paulo
70998-094 Aragão do Amparo / PE",Acre,4104.13,Ensino Médio,1,Divorciado,Comércio
62,29/05/1961,"Sítio Maysa Nogueira, 68
Vila Da Luz
30792217 Moreira de Teixeira / RN",Rio Grande do Sul,11295.83,Ensino Médio,0,Casado,Tecnologia
27,26/09/1996,"Recanto de Cardoso, 15
São Geraldo
31839-717 Santos do Sul / AC",Santa Catarina,3803.36,Ensino Fundamental,1,Divorciado,Saúde
36,13/04/1987,"Estrada Pires, 86
Padre Eustáquio
30534956 Vieira da Mata / ES",Rio Grande do Sul,4974.06,Ensino Médio,0,Casado,Indústria
44,23/01/1980,"Travessa de Rocha, 60
Vila Batik
57177-704 Novaes da Prata / SC",Mato Grosso do Sul,7247.91,Ensino Médio,0,Solteiro,Tecnologia
50,11/04/1974,"Vila Beatriz Rodrigues, 186
Vila São Rafael
87946-889 Cardoso / AL",Amapá,5059.22,Ensino Médio,0,Casado,Tecnologia
64,28/08/1959,"Favela de Ribeiro
Vila Aeroporto
08635238 Gonçalves de Barros / RS",Acre,6610.37,Ensino Médio,2,Viúvo,Saúde
